"SHORT_CODE","START_DATE","EVENT_TYPE","CALL_TYPE","SUBSCRIBER_TYPE","KEYWORD","NB_TAXATION","AMOUNT"
"2168000",24/05/2026,"74","VAS","HYB","gm",196,784
"21685198",24/05/2026,"75","VAS","HYB","_N",193,965
"2168000",24/05/2026,"74","VAS","HYB","too1",25,125
"2168000",24/05/2026,"74","VAS","HYB","sh2",4,5996
"2168000",24/05/2026,"74","VAS","PREPAID","sh1",2,1798
"2168000",25/05/2026,"74","VAS","PREPAID","elj1",2730,1092
"2168000",25/05/2026,"74","VAS","PREPAID","ajw1",5736,34416
"2168000",25/05/2026,"74","VAS","PREPAID","se1",5796,40572
"2168000",25/05/2026,"74","VAS","PREPAID","bus1",6345,3807
"21685856",25/05/2026,"75","VAS","PREPAID","_N",4323,30261
"2168000",25/05/2026,"74","VAS","PREPAID","qe3",4968,27324
"2168590603",25/05/2026,"75","VAS","PREPAID","_N",4985,30907
"2168590601",25/05/2026,"75","VAS","HYB","_N",687,3435
"21685198",25/05/2026,"75","VAS","PREPAID","_N",3046,1523
"2168000",25/05/2026,"74","VAS","HYB","taw1",839,5034
"2168590604",25/05/2026,"75","VAS","PREPAID","_N",3065,19003
"2168000",25/05/2026,"74","VAS","HYB","smt1",708,2478
"21685220",25/05/2026,"75","VAS","HYB","_N",346,1384
"2168590603",25/05/2026,"75","VAS","HYB","_N",251,15562
"2168000",25/05/2026,"74","VAS","PREPAID","mel1",542,2439
"2168000",25/05/2026,"74","VAS","PREPAID","foo1",432,1944
"2168000",25/05/2026,"74","VAS","PREPAID","dst",81,2025
"2168000",25/05/2026,"74","VAS","PREPAID","qe4",60,24
"2168000",25/05/2026,"74","VAS","HYB","raf",714,357
"2168000",25/05/2026,"74","VAS","PREPAID","nj2",31,217
"2168000",25/05/2026,"74","VAS","HYB","kid1",110,495
"216855194",25/05/2026,"75","VAS","PREPAID","_N",347,26025
"2168000",25/05/2026,"74","VAS","HYB","ajw1",76,456
"2168000",25/05/2026,"74","VAS","PREPAID","vib1",6,3
"2168000",25/05/2026,"74","VAS","PREPAID","exs2",3,105
"2168000",25/05/2026,"74","VAS","PREPAID","ich1",1,6
"2168560601",26/05/2026,"75","VAS","PREPAID","_N",5673,255285
"2168000",26/05/2026,"74","VAS","PREPAID","smt1",11714,40999
"21685515",26/05/2026,"75","VAS","PREPAID","_N",4528,24904
"2168000",26/05/2026,"74","VAS","PREPAID","ouk1",8475,42375
"2168000",26/05/2026,"74","VAS","PREPAID","bus1",6470,3882
"21685515",26/05/2026,"75","VAS","HYB","_N",540,297
"2168000",26/05/2026,"74","VAS","HYB","taw1",876,5256
"2168000",26/05/2026,"74","VAS","PREPAID","ra1",4286,2143
"2168000",26/05/2026,"74","VAS","PREPAID","dse",190,475
"216855193",26/05/2026,"75","VAS","PREPAID","_N",3787,53018
"2168000",26/05/2026,"74","VAS","HYB","kow3",680,408
"21685001",26/05/2026,"75","VAS","HYB","_N",85,2125
"2168000",26/05/2026,"74","VAS","HYB","fof1",144,1008
"2168000",26/05/2026,"74","VAS","HYB","viu1",213,1065
"2168000",26/05/2026,"74","VAS","PREPAID","ajw2",2,12
"2168000",26/05/2026,"74","VAS","HYB","dse",33,825
"216855202",26/05/2026,"75","VAS","PREPAID","_N",2,7
"216855202",25/05/2026,"75","VAS","PREPAID","_N",1,35
"216855194",26/05/2026,"75","VAS","HYB","_N",4,3
"2168000",26/05/2026,"74","VAS","HYB","dst",4,1
"2168000",26/05/2026,"74","VAS","PREPAID","sh1",4,3596
"2168000",26/05/2026,"74","VAS","PREPAID","qe4",3,12
"2168000",26/05/2026,"74","VAS","HYB","sh1",1,899
"2168590601",27/05/2026,"75","VAS","HYB","_N",667,3335
"21685856",27/05/2026,"75","VAS","PREPAID","_N",3945,27615
"2168000",27/05/2026,"74","VAS","PREPAID","lig1",4190,2095
"2168000",27/05/2026,"74","VAS","PREPAID","ouk1",7877,39385
"2168000",27/05/2026,"74","VAS","PREPAID","cpr",10958,32874
"2168590604",27/05/2026,"75","VAS","PREPAID","_N",2925,18135
"2168000",27/05/2026,"74","VAS","PREPAID","exs1",597,3582
"21685198",27/05/2026,"75","VAS","PREPAID","_N",2985,14925
"216853771",27/05/2026,"75","VAS","HYB","_N",811,28385
"21685515",27/05/2026,"75","VAS","PREPAID","_N",4092,22506
"2168000",27/05/2026,"74","VAS","PREPAID","gm",10605,4242
"2168000",27/05/2026,"74","VAS","PREPAID","foo1",356,1602
"2168560603",27/05/2026,"75","VAS","PREPAID","_N",5178,23301
"21685001",27/05/2026,"75","VAS","PREPAID","_N",1001,25025
"2168000",27/05/2026,"74","VAS","HYB","ww",844,422
"2168560602",27/05/2026,"75","VAS","HYB","_N",384,1728
"2168000",27/05/2026,"74","VAS","HYB","cf",364,182
"2168000",27/05/2026,"74","VAS","PREPAID","nj2",50,35
"21685515",27/05/2026,"75","VAS","HYB","_N",527,28985
"2168000",27/05/2026,"74","VAS","PREPAID","ds",815,36675
"2168000",27/05/2026,"74","VAS","HYB","foo1",27,1215
"216855193",27/05/2026,"75","VAS","HYB","_N",64,896
"2168000",27/05/2026,"74","VAS","HYB","nj2",8,56
"2168000",27/05/2026,"74","VAS","HYB","sh1",2,1798
"21685580",27/05/2026,"74","VAS","HYB","_N",2,3
"2168000",27/05/2026,"74","VAS","HYB","sh2",1,1499
"2168000",27/05/2026,"74","VAS","PREPAID","lig3",1,7
"21685030",27/05/2026,"74","VAS","PREPAID","_N",2,2
"21685353",28/05/2026,"75","VAS","PREPAID","_N",6919,20757
"21685875",28/05/2026,"75","VAS","PREPAID","_N",4064,32512
"2168000",28/05/2026,"74","VAS","PREPAID","ab1",4837,24185
"2168000",28/05/2026,"74","VAS","PREPAID","tj",4126,18567
"2168000",28/05/2026,"74","VAS","PREPAID","smt1",10449,365715
"2168000",28/05/2026,"74","VAS","HYB","taw1",837,5022
"21685353",28/05/2026,"75","VAS","HYB","_N",564,1692
"21685220",28/05/2026,"75","VAS","HYB","_N",340,136
"2168590602",28/05/2026,"75","VAS","HYB","_N",1018,509
"21685515",28/05/2026,"75","VAS","HYB","_N",553,30415
"2168000",28/05/2026,"74","VAS","HYB","tts",181,905
"2168000",28/05/2026,"74","VAS","HYB","fig",394,2167
"2168000",28/05/2026,"74","VAS","HYB","raf",711,3555
"2168000",28/05/2026,"74","VAS","HYB","kow3",629,3774
"2168000",28/05/2026,"74","VAS","PREPAID","foo1",310,1395
"2168000",28/05/2026,"74","VAS","PREPAID","tth",1049,47205
"2168000",28/05/2026,"74","VAS","HYB","kid1",90,405
"2168000",28/05/2026,"74","VAS","HYB","mo1",83,498
"2168000",28/05/2026,"74","VAS","PREPAID","se2",15,105
"21685353",28/05/2026,"74","VAS","PREPAID","_N",5,75
"2168000",29/05/2026,"74","VAS","PREPAID","cpr",10091,30273
"2168000",29/05/2026,"74","VAS","PREPAID","es1",7976,3988
"2168000",29/05/2026,"74","VAS","HYB","es1",464,232
"2168000",29/05/2026,"74","VAS","PREPAID","esl1",3278,1639
"2168000",29/05/2026,"74","VAS","PREPAID","sw1",7524,45144
"216855193",29/05/2026,"75","VAS","PREPAID","_N",3593,50302
"2168000",29/05/2026,"74","VAS","HYB","se1",1223,8561
"21685220",29/05/2026,"75","VAS","PREPAID","_N",9011,36044
"21685198",29/05/2026,"75","VAS","HYB","_N",179,895
"21685051",29/05/2026,"75","VAS","HYB","_N",111,111
"2168000",29/05/2026,"74","VAS","PREPAID","too1",652,326
"2168000",29/05/2026,"74","VAS","HYB","mo1",90,54
"21685988",29/05/2026,"74","VAS","PREPAID","_N",111,1665
"2168000",29/05/2026,"74","VAS","HYB","kow2",384,2304
"2168000",29/05/2026,"74","VAS","HYB","ra1",346,173
"2168000",29/05/2026,"74","VAS","HYB","tth",74,333
"2168000",29/05/2026,"74","VAS","HYB","ajw1",87,522
"2168000",29/05/2026,"74","VAS","HYB","dse",42,105
"21685580",29/05/2026,"74","VAS","PREPAID","_N",27,405
"2168000",29/05/2026,"74","VAS","PREPAID","vib1",12,6
"21685580",28/05/2026,"74","VAS","HYB","_N",1,15
"2168000",29/05/2026,"74","VAS","HYB","dst",5,125
"2168000",29/05/2026,"74","VAS","HYB","nj3",4,8
"21685901",29/05/2026,"74","VAS","PREPAID","_N",1,9
"2168000",30/05/2026,"74","VAS","PREPAID","kow3",9480,5688
"2168000",30/05/2026,"74","VAS","HYB","plw1",4074,2037
"216855201",30/05/2026,"75","VAS","HYB","_N",1551,7755
"2168000",30/05/2026,"74","VAS","PREPAID","qe3",4470,24585
"21685856",30/05/2026,"75","VAS","PREPAID","_N",3562,24934
"2168000",30/05/2026,"74","VAS","PREPAID","qe2",154,924
"2168000",30/05/2026,"74","VAS","PREPAID","gm",9730,3892
"2168000",30/05/2026,"74","VAS","PREPAID","mo1",976,5856
"2168000",30/05/2026,"74","VAS","PREPAID","tts",4264,2132
"2168000",30/05/2026,"74","VAS","PREPAID","elj1",2336,9344
"2168000",30/05/2026,"74","VAS","HYB","raf",704,352
"2168590603",30/05/2026,"75","VAS","HYB","_N",251,15562
"2168000",30/05/2026,"74","VAS","PREPAID","se1",5120,3584
"2168000",30/05/2026,"74","VAS","HYB","cf",337,1685
"2168590604",30/05/2026,"75","VAS","HYB","_N",76,4712
"2168000",30/05/2026,"74","VAS","PREPAID","dst",16,4
"2168000",30/05/2026,"74","VAS","PREPAID","dse",28,7
"2168000",30/05/2026,"74","VAS","PREPAID","exs2",4,14
"2168000",30/05/2026,"74","VAS","HYB","sh2",5,7495
"21685580",30/05/2026,"74","VAS","HYB","_N",11,165
"2168000",30/05/2026,"74","VAS","HYB","dst",1,25
"216855202",30/05/2026,"75","VAS","PREPAID","_N",1,35
"2168000",31/05/2026,"74","VAS","PREPAID","mb1",31802,15901
"2168000",31/05/2026,"74","VAS","PREPAID","esl1",2534,1267
"2168000",31/05/2026,"74","VAS","PREPAID","kow",23386,140316
"2168000",31/05/2026,"74","VAS","PREPAID","fof1",685,4795
"2168000",31/05/2026,"74","VAS","PREPAID","tth",946,4257
"21685098",31/05/2026,"75","VAS","HYB","_N",884,3978
"2168000",31/05/2026,"74","VAS","HYB","ww",858,429
"21685856",31/05/2026,"75","VAS","PREPAID","_N",3517,24619
"2168590604",31/05/2026,"75","VAS","PREPAID","_N",2484,154008
"2168560603",31/05/2026,"75","VAS","PREPAID","_N",4815,216675
"21685220",31/05/2026,"75","VAS","HYB","_N",262,1048
"21685008",31/05/2026,"75","VAS","HYB","_N",120,30
"2168000",31/05/2026,"74","VAS","PREPAID","tj",3827,172215
"2168000",31/05/2026,"74","VAS","HYB","ajw1",104,624
"2168000",31/05/2026,"74","VAS","HYB","rtt1",874,3933
"2168000",31/05/2026,"74","VAS","HYB","kid1",113,5085
"2168000",31/05/2026,"74","VAS","PREPAID","mo1",935,561
"2168000",31/05/2026,"74","VAS","HYB","nj1",80,16
"2168000",31/05/2026,"74","VAS","HYB","kow",1346,8076
"21685353",31/05/2026,"74","VAS","PREPAID","_N",6,9
"2168000",31/05/2026,"74","VAS","PREPAID","qe1",136,952
"2168000",31/05/2026,"74","VAS","HYB","exs1",56,336
"2168000",31/05/2026,"74","VAS","HYB","ab1",138,69
"2168000",31/05/2026,"74","VAS","HYB","sh2",5,7495
"216855195",31/05/2026,"75","VAS","HYB","_N",1,25
"2168000",31/05/2026,"74","VAS","HYB","qe1",5,35
"2168000",31/05/2026,"74","VAS","HYB","se2",1,7
"21685353",31/05/2026,"74","VAS","HYB","_N",1,15
"21685580",31/05/2026,"74","VAS","PREPAID","_N",18,27
"21685988",31/05/2026,"74","VAS","HYB","_N",1,15
"21685875",01/05/2026,"75","VAS","PREPAID","_N",3676,29408
"216855201",01/05/2026,"75","VAS","PREPAID","_N",13484,6742
"2168000",01/05/2026,"74","VAS","PREPAID","cpr",9439,28317
"2168000",01/05/2026,"74","VAS","PREPAID","ra1",3418,1709
"2168000",01/05/2026,"74","VAS","HYB","ouk1",2859,14295
"2168000",01/05/2026,"74","VAS","PREPAID","fig2",1278,7029
"2168000",01/05/2026,"74","VAS","HYB","fof1",119,833
"2168000",01/05/2026,"74","VAS","PREPAID","est1",772,3474
"2168000",01/05/2026,"74","VAS","PREPAID","tth",1063,47835
"2168000",01/05/2026,"74","VAS","HYB","qe3",121,6655
"2168000",01/05/2026,"74","VAS","HYB","dse",23,575
"216855193",01/05/2026,"75","VAS","HYB","_N",103,1442
"21685580",01/05/2026,"74","VAS","PREPAID","_N",32,48
"21685857",01/05/2026,"75","VAS","HYB","_N",50,35
"21685940",01/05/2026,"74","VAS","PREPAID","_N",1,9
"2168000",02/05/2026,"74","VAS","PREPAID","gm",9549,38196
"21685875",02/05/2026,"75","VAS","PREPAID","_N",3815,3052
"2168590604",02/05/2026,"75","VAS","PREPAID","_N",2930,18166
"21685098",02/05/2026,"75","VAS","HYB","_N",1063,47835
"2168000",02/05/2026,"74","VAS","HYB","tts",238,119
"2168000",02/05/2026,"74","VAS","HYB","tth",73,3285
"2168000",02/05/2026,"74","VAS","PREPAID","es1",7335,36675
"2168000",02/05/2026,"74","VAS","PREPAID","mo1",1014,6084
"2168000",02/05/2026,"74","VAS","PREPAID","foo1",131,5895
"2168000",02/05/2026,"74","VAS","HYB","kow3",652,3912
"21685008",02/05/2026,"75","VAS","PREPAID","_N",384,96
"2168000",02/05/2026,"74","VAS","PREPAID","taw2",17,595
"2168000",02/05/2026,"74","VAS","HYB","dst",5,125
"2168000",02/05/2026,"74","VAS","PREPAID","ajw2",48,288
"2168000",02/05/2026,"74","VAS","HYB","raf1",40,20
"2168000",02/05/2026,"74","VAS","HYB","dse",39,975
"216855194",02/05/2026,"75","VAS","HYB","_N",3,225
"21685857",02/05/2026,"75","VAS","PREPAID","_N",2370,1659
"21685353",01/05/2026,"74","VAS","HYB","_N",2,3
"2168000",01/05/2026,"74","VAS","HYB","ajw2",2,12
"2168000",03/05/2026,"74","VAS","HYB","rtt1",972,4374
"216853771",03/05/2026,"75","VAS","HYB","_N",778,2723
"2168000",03/05/2026,"74","VAS","HYB","cpr",655,1965
"2168000",03/05/2026,"74","VAS","PREPAID","sh2",16,23984
"2168590603",03/05/2026,"75","VAS","PREPAID","_N",3383,209746
"2168000",03/05/2026,"74","VAS","PREPAID","exs1",396,2376
"2168000",03/05/2026,"74","VAS","PREPAID","raf1",769,3845
"2168000",03/05/2026,"74","VAS","HYB","ds",137,6165
"2168000",03/05/2026,"74","VAS","HYB","kow2",442,2652
"2168000",03/05/2026,"74","VAS","HYB","fig2",228,1254
"2168000",03/05/2026,"74","VAS","PREPAID","too1",657,3285
"2168000",03/05/2026,"74","VAS","HYB","esp",178,89
"2168000",03/05/2026,"74","VAS","HYB","ra1",379,1895
"2168000",03/05/2026,"74","VAS","HYB","smt1",747,26145
"21685510",03/05/2026,"74","VAS","PREPAID","_N",25,50
"21685988",03/05/2026,"74","VAS","HYB","_N",25,375
"2168000",03/05/2026,"74","VAS","HYB","mel1",53,2385
"2168000",03/05/2026,"74","VAS","HYB","raf1",35,175
"21685351",02/05/2026,"74","VAS","PREPAID","_N",2,98
"2168000",03/05/2026,"74","VAS","HYB","est1",11,495
"2168000",02/05/2026,"74","VAS","HYB","dsc",6,15
"2168000",02/05/2026,"74","VAS","PREPAID","vib1",1,5
"21685008",02/05/2026,"74","VAS","PREPAID","_N",1,5
"21685804",02/05/2026,"74","VAS","PREPAID","_N",1,144
"2168000",03/05/2026,"74","VAS","HYB","too1",27,135
"2168000",03/05/2026,"74","VAS","PREPAID","vib1",3,15
"2168000",04/05/2026,"74","VAS","HYB","fig",424,2332
"2168000",04/05/2026,"74","VAS","PREPAID","est1",1745,78525
"21685515",04/05/2026,"75","VAS","HYB","_N",475,26125
"21685856",04/05/2026,"75","VAS","HYB","_N",257,1799
"2168000",04/05/2026,"74","VAS","PREPAID","ajw1",5408,32448
"2168000",04/05/2026,"74","VAS","HYB","taw1",701,4206
"21685857",04/05/2026,"75","VAS","HYB","_N",72,504
"2168000",04/05/2026,"74","VAS","HYB","ab1",164,82
"2168000",04/05/2026,"74","VAS","HYB","cf",437,2185
"2168000",04/05/2026,"74","VAS","HYB","dst",17,425
"2168000",04/05/2026,"74","VAS","HYB","dse",60,15
"2168000",04/05/2026,"74","VAS","HYB","tth",69,3105
"2168000",04/05/2026,"74","VAS","PREPAID","nj3",6,12
"2168000",04/05/2026,"74","VAS","HYB","qe1",13,91
"2168000",04/05/2026,"74","VAS","PREPAID","ms",1,45
"21685804",04/05/2026,"74","VAS","PREPAID","_N",1,144
"216855202",04/05/2026,"75","VAS","PREPAID","_N",2,7
"2168000",04/05/2026,"74","VAS","HYB","se2",2,14
"21685220",05/05/2026,"75","VAS","PREPAID","_N",8187,32748
"2168000",05/05/2026,"74","VAS","PREPAID","tts",3579,17895
"2168000",05/05/2026,"74","VAS","PREPAID","lig1",4481,22405
"2168000",05/05/2026,"74","VAS","PREPAID","se1",5631,39417
"2168000",05/05/2026,"74","VAS","HYB","se1",1036,7252
"2168000",05/05/2026,"74","VAS","HYB","ouk1",1826,913
"2168000",05/05/2026,"74","VAS","HYB","lig1",984,492
"2168000",05/05/2026,"74","VAS","PREPAID","tth",1102,4959
"2168000",05/05/2026,"74","VAS","PREPAID","exs1",449,2694
"2168000",05/05/2026,"74","VAS","HYB","kow2",394,2364
"2168000",05/05/2026,"74","VAS","HYB","ra1",329,1645
"2168000",05/05/2026,"74","VAS","HYB","es1",476,238
"2168000",05/05/2026,"74","VAS","HYB","tth",66,297
"21685875",05/05/2026,"75","VAS","HYB","_N",252,2016
"21685351",05/05/2026,"75","VAS","HYB","_N",112,784
"21685510",05/05/2026,"74","VAS","PREPAID","_N",38,76
"216855193",05/05/2026,"75","VAS","HYB","_N",61,854
"2168000",05/05/2026,"74","VAS","PREPAID","vib1",2,1
"2168000",05/05/2026,"74","VAS","PREPAID","qe4",14,56
"2168000",05/05/2026,"74","VAS","PREPAID","mo2",5,175
"2168000",06/05/2026,"74","VAS","PREPAID","mb1",40103,200515
"2168000",06/05/2026,"74","VAS","HYB","fig",388,2134
"2168000",06/05/2026,"74","VAS","HYB","ouk1",1801,9005
"2168000",06/05/2026,"74","VAS","PREPAID","qe4",23,92
"2168000",06/05/2026,"74","VAS","PREPAID","tth",1131,50895
"2168560603",06/05/2026,"75","VAS","PREPAID","_N",3765,169425
"2168000",05/05/2026,"74","VAS","HYB","sh1",1,899
"2168590601",06/05/2026,"75","VAS","HYB","_N",482,241
"21685857",06/05/2026,"75","VAS","HYB","_N",55,385
"2168000",06/05/2026,"74","VAS","PREPAID","ajw2",18,108
"216855194",06/05/2026,"75","VAS","PREPAID","_N",228,171
"21685555",06/05/2026,"74","VAS","PREPAID","_N",10,9
"21685151",06/05/2026,"74","VAS","PREPAID","_N",1,1
"21685875",07/05/2026,"75","VAS","PREPAID","_N",7346,58768
"2168000",07/05/2026,"74","VAS","PREPAID","too1",671,3355
"2168000",07/05/2026,"74","VAS","PREPAID","mb1",39145,195725
"2168000",07/05/2026,"74","VAS","PREPAID","est1",1469,66105
"2168000",07/05/2026,"74","VAS","HYB","ouk1",1775,8875
"2168000",07/05/2026,"74","VAS","PREPAID","raf1",926,463
"2168000",07/05/2026,"74","VAS","PREPAID","smt1",10465,366275
"21685515",07/05/2026,"75","VAS","PREPAID","_N",2951,162305
"2168560602",07/05/2026,"75","VAS","PREPAID","_N",2766,12447
"2168000",07/05/2026,"74","VAS","PREPAID","tts",3680,1840
"2168000",07/05/2026,"74","VAS","HYB","kow3",507,3042
"2168000",07/05/2026,"74","VAS","PREPAID","fof1",809,5663
"216855194",07/05/2026,"75","VAS","PREPAID","_N",244,183
"21685988",07/05/2026,"74","VAS","HYB","_N",76,114
"2168000",07/05/2026,"74","VAS","HYB","ab1",165,825
"21685051",07/05/2026,"75","VAS","HYB","_N",76,76
"21685001",07/05/2026,"75","VAS","HYB","_N",92,23
"2168000",07/05/2026,"74","VAS","PREPAID","nj3",7,14
"2168560603",07/05/2026,"75","VAS","HYB","_N",77,3465
"2168000",07/05/2026,"74","VAS","HYB","qe3",107,5885
"2168000",07/05/2026,"74","VAS","HYB","ds",80,36
"2168000",07/05/2026,"74","VAS","PREPAID","ms",3,135
"2168000",07/05/2026,"74","VAS","HYB","foo1",15,675
"2168000",07/05/2026,"74","VAS","HYB","qe4",2,8
"2168000",08/05/2026,"74","VAS","PREPAID","lig1",4201,21005
"2168000",08/05/2026,"74","VAS","PREPAID","kow",26664,159984
"2168000",08/05/2026,"74","VAS","HYB","raf",634,317
"21685353",08/05/2026,"75","VAS","HYB","_N",472,1416
"21685351",08/05/2026,"75","VAS","PREPAID","_N",1032,7224
"2168560601",08/05/2026,"75","VAS","PREPAID","_N",5056,22752
"2168000",08/05/2026,"74","VAS","PREPAID","kow3",9690,5814
"2168560603",08/05/2026,"75","VAS","PREPAID","_N",5553,249885
"2168000",08/05/2026,"74","VAS","PREPAID","kow2",6671,40026
"2168000",08/05/2026,"74","VAS","HYB","bus1",1396,8376
"2168000",08/05/2026,"74","VAS","HYB","taw1",619,3714
"2168000",08/05/2026,"74","VAS","HYB","cf",311,1555
"2168000",08/05/2026,"74","VAS","PREPAID","gm",9870,3948
"2168590601",08/05/2026,"75","VAS","HYB","_N",534,267
"2168560603",08/05/2026,"75","VAS","HYB","_N",246,1107
"2168000",08/05/2026,"74","VAS","HYB","ab1",139,695
"2168000",08/05/2026,"74","VAS","HYB","es1",378,189
"2168000",08/05/2026,"74","VAS","HYB","foo1",14,63
"2168560601",08/05/2026,"75","VAS","HYB","_N",152,684
"2168000",08/05/2026,"74","VAS","PREPAID","qe4",33,132
"2168000",08/05/2026,"74","VAS","PREPAID","nj2",14,98
"2168000",08/05/2026,"74","VAS","HYB","dsa",3,135
"2168000",08/05/2026,"74","VAS","HYB","qe1",7,49
"21685085",08/05/2026,"74","VAS","HYB","_N",9,1296
"21685151",08/05/2026,"74","VAS","PREPAID","_N",1,1
"2168000",09/05/2026,"74","VAS","PREPAID","plw1",20259,101295
"2168000",09/05/2026,"74","VAS","PREPAID","kow3",9519,57114
"2168000",09/05/2026,"74","VAS","HYB","smt1",590,2065
"2168000",09/05/2026,"74","VAS","PREPAID","taw1",5777,34662
"2168000",09/05/2026,"74","VAS","HYB","rtt1",761,34245
"2168000",09/05/2026,"74","VAS","PREPAID","nj1",3421,6842
"21685856",09/05/2026,"75","VAS","PREPAID","_N",4566,31962
"2168000",09/05/2026,"74","VAS","HYB","too1",22,11
"2168000",09/05/2026,"74","VAS","PREPAID","raf1",869,4345
"2168560601",09/05/2026,"75","VAS","PREPAID","_N",4853,218385
"21685351",09/05/2026,"75","VAS","PREPAID","_N",1020,714
"21685008",09/05/2026,"75","VAS","PREPAID","_N",606,1515
"2168590602",09/05/2026,"75","VAS","HYB","_N",848,424
"2168000",09/05/2026,"74","VAS","HYB","ww",728,364
"2168000",09/05/2026,"74","VAS","HYB","cf",327,1635
"2168000",09/05/2026,"74","VAS","HYB","ab1",141,705
"21685051",09/05/2026,"75","VAS","HYB","_N",12,12
"2168000",09/05/2026,"74","VAS","PREPAID","taw2",11,385
"21685051",09/05/2026,"75","VAS","PREPAID","_N",278,278
"21685351",09/05/2026,"75","VAS","HYB","_N",110,77
"21685510",09/05/2026,"74","VAS","PREPAID","_N",64,128
"2168000",09/05/2026,"74","VAS","HYB","nj2",7,49
"21685012",09/05/2026,"74","VAS","PREPAID","_N",1,36
"2168000",08/05/2026,"74","VAS","PREPAID","exs2",3,105
"2168000",10/05/2026,"74","VAS","PREPAID","ajw1",4811,28866
"2168590603",10/05/2026,"75","VAS","HYB","_N",190,1178
"2168000",10/05/2026,"74","VAS","PREPAID","tts",3213,16065
"2168000",10/05/2026,"74","VAS","HYB","raf",544,272
"2168000",10/05/2026,"74","VAS","PREPAID","es1",6251,31255
"2168590604",10/05/2026,"75","VAS","PREPAID","_N",2565,15903
"21685220",10/05/2026,"75","VAS","HYB","_N",283,1132
"2168000",10/05/2026,"74","VAS","PREPAID","nj1",3265,653
"2168000",10/05/2026,"74","VAS","PREPAID","sw1",7034,42204
"2168590603",10/05/2026,"75","VAS","PREPAID","_N",3696,229152
"2168000",10/05/2026,"74","VAS","HYB","lig1",853,4265
"2168000",10/05/2026,"74","VAS","PREPAID","est1",1432,6444
"21685085",10/05/2026,"74","VAS","PREPAID","_N",345,4968
"2168560602",10/05/2026,"75","VAS","HYB","_N",289,13005
"2168560601",10/05/2026,"75","VAS","HYB","_N",128,576
"2168000",10/05/2026,"74","VAS","PREPAID","qe4",69,276
"2168000",10/05/2026,"74","VAS","HYB","fof1",78,546
"2168000",10/05/2026,"74","VAS","HYB","ajw2",5,3
"2168000",10/05/2026,"74","VAS","PREPAID","est2",2,8
"2168000",11/05/2026,"74","VAS","PREPAID","tth",1005,45225
"2168000",11/05/2026,"74","VAS","PREPAID","elj1",2424,9696
"2168000",11/05/2026,"74","VAS","PREPAID","plw1",20463,102315
"2168000",11/05/2026,"74","VAS","PREPAID","smt1",10303,360605
"21685198",11/05/2026,"75","VAS","PREPAID","_N",2885,14425
"2168000",11/05/2026,"74","VAS","PREPAID","mb1",41787,208935
"2168000",11/05/2026,"74","VAS","PREPAID","fig2",1237,68035
"2168000",11/05/2026,"74","VAS","PREPAID","fig",7540,4147
"216855193",11/05/2026,"75","VAS","PREPAID","_N",3725,5215
"2168560602",11/05/2026,"75","VAS","PREPAID","_N",3561,160245
"2168000",11/05/2026,"74","VAS","HYB","9is",194,679
"2168000",11/05/2026,"74","VAS","HYB","dse",48,12
"2168000",11/05/2026,"74","VAS","HYB","ds",183,8235
"2168000",11/05/2026,"74","VAS","HYB","est1",27,1215
"2168000",11/05/2026,"74","VAS","HYB","mo1",61,366
"2168000",11/05/2026,"74","VAS","HYB","viu1",143,715
"21685580",11/05/2026,"74","VAS","PREPAID","_N",38,57
"2168000",11/05/2026,"74","VAS","PREPAID","taw2",20,70
"2168000",11/05/2026,"74","VAS","PREPAID","ms",1,45
"21685940",11/05/2026,"74","VAS","PREPAID","_N",1,9
"2168000",11/05/2026,"74","VAS","PREPAID","nj3",5,10
"2168000",11/05/2026,"74","VAS","PREPAID","bus2",1,25
"2168000",12/05/2026,"74","VAS","HYB","kow",1085,651
"21685857",12/05/2026,"75","VAS","PREPAID","_N",4043,28301
"2168000",12/05/2026,"74","VAS","HYB","plw1",3774,1887
"2168590603",12/05/2026,"75","VAS","PREPAID","_N",3998,247876
"2168000",12/05/2026,"74","VAS","HYB","se1",890,623
"2168000",12/05/2026,"74","VAS","HYB","smt1",567,19845
"21685353",12/05/2026,"75","VAS","HYB","_N",423,1269
"2168000",12/05/2026,"74","VAS","HYB","fof1",92,644
"2168000",12/05/2026,"74","VAS","HYB","fig",274,1507
"2168000",12/05/2026,"74","VAS","HYB","cpr",513,1539
"2168000",12/05/2026,"74","VAS","HYB","cf",273,1365
"21685580",12/05/2026,"74","VAS","HYB","_N",25,375
"21685999",12/05/2026,"74","VAS","PREPAID","_N",12,1728
"2168000",12/05/2026,"74","VAS","HYB","ds",174,783
"2168000",12/05/2026,"74","VAS","HYB","dsa",15,675
"2168000",12/05/2026,"74","VAS","HYB","se2",3,21
"2168000",12/05/2026,"74","VAS","PREPAID","exs2",2,7
"2168000",13/05/2026,"74","VAS","HYB","ouk1",1681,8405
"2168000",13/05/2026,"74","VAS","PREPAID","esp",2279,11395
"2168000",13/05/2026,"74","VAS","PREPAID","qe1",153,1071
"2168000",13/05/2026,"74","VAS","PREPAID","too1",631,3155
"2168000",13/05/2026,"74","VAS","PREPAID","qe2",324,1944
"2168000",13/05/2026,"74","VAS","PREPAID","fig2",1239,68145
"2168000",13/05/2026,"74","VAS","PREPAID","elj1",2344,9376
