"SHORT_CODE","START_DATE","EVENT_TYPE","CALL_TYPE","SUBSCRIBER_TYPE","KEYWORD","NB_TAXATION","AMOUNT"
"2168000",08/05/2026,"74","VAS","HYB","tts",169,845
"2168000",08/05/2026,"74","VAS","HYB","esl1",299,1495
"21685220",08/05/2026,"75","VAS","HYB","_N",284,1136
"2168000",08/05/2026,"74","VAS","HYB","sw1",145,87
"2168000",08/05/2026,"74","VAS","HYB","nj1",72,144
"2168000",08/05/2026,"74","VAS","PREPAID","viu3",1,8
"21685580",08/05/2026,"74","VAS","HYB","_N",24,36
"2168000",08/05/2026,"74","VAS","HYB","mo1",75,45
"2168000",08/05/2026,"74","VAS","PREPAID","est2",13,52
"2168000",08/05/2026,"74","VAS","HYB","est1",22,99
"21685510",08/05/2026,"74","VAS","HYB","_N",32,64
"21685353",08/05/2026,"74","VAS","PREPAID","_N",2,3
"216855201",09/05/2026,"75","VAS","PREPAID","_N",13416,6708
"21685098",09/05/2026,"75","VAS","PREPAID","_N",8945,402525
"2168590603",09/05/2026,"75","VAS","PREPAID","_N",4010,24862
"216853771",09/05/2026,"75","VAS","PREPAID","_N",4341,151935
"2168000",09/05/2026,"74","VAS","PREPAID","smt1",10160,3556
"2168560603",09/05/2026,"75","VAS","PREPAID","_N",5087,228915
"2168000",09/05/2026,"74","VAS","PREPAID","qe3",4589,252395
"2168000",09/05/2026,"74","VAS","PREPAID","fig2",1278,7029
"216853771",09/05/2026,"75","VAS","HYB","_N",743,26005
"2168000",09/05/2026,"74","VAS","PREPAID","kow2",6421,38526
"2168000",09/05/2026,"74","VAS","PREPAID","gm",9709,38836
"2168000",09/05/2026,"74","VAS","HYB","lig1",857,4285
"2168000",09/05/2026,"74","VAS","PREPAID","too1",674,337
"2168000",09/05/2026,"74","VAS","PREPAID","est1",1465,65925
"2168000",09/05/2026,"74","VAS","HYB","cpr",525,1575
"2168000",09/05/2026,"74","VAS","PREPAID","se1",5339,37373
"21685353",09/05/2026,"75","VAS","HYB","_N",445,1335
"21685875",09/05/2026,"75","VAS","HYB","_N",217,1736
"21685098",09/05/2026,"75","VAS","HYB","_N",803,36135
"2168560603",09/05/2026,"75","VAS","HYB","_N",211,9495
"216855194",09/05/2026,"75","VAS","PREPAID","_N",199,14925
"21685988",09/05/2026,"74","VAS","PREPAID","_N",84,126
"2168000",09/05/2026,"74","VAS","HYB","dse",55,1375
"2168000",09/05/2026,"74","VAS","HYB","nj1",72,144
"21685580",09/05/2026,"74","VAS","HYB","_N",13,195
"216855195",09/05/2026,"75","VAS","PREPAID","_N",5,125
"2168000",09/05/2026,"74","VAS","PREPAID","sw2",57,342
"2168000",09/05/2026,"74","VAS","HYB","exs2",1,35
"2168000",10/05/2026,"74","VAS","PREPAID","kow2",5981,35886
"2168000",10/05/2026,"74","VAS","PREPAID","elj1",2257,9028
"2168560601",10/05/2026,"75","VAS","PREPAID","_N",4529,203805
"216855201",10/05/2026,"75","VAS","PREPAID","_N",12576,6288
"2168000",10/05/2026,"74","VAS","PREPAID","esp",2095,10475
"2168000",10/05/2026,"74","VAS","PREPAID","fof1",622,4354
"2168000",10/05/2026,"74","VAS","PREPAID","tth",957,43065
"21685008",10/05/2026,"75","VAS","HYB","_N",36,9
"2168000",10/05/2026,"74","VAS","HYB","bus1",1265,759
"2168000",10/05/2026,"74","VAS","HYB","mb1",3718,1859
"2168000",10/05/2026,"74","VAS","PREPAID","kid1",858,3861
"2168000",10/05/2026,"74","VAS","HYB","kow2",315,189
"2168000",10/05/2026,"74","VAS","PREPAID","mel1",521,23445
"2168000",10/05/2026,"74","VAS","PREPAID","ab1",4142,2071
"2168000",10/05/2026,"74","VAS","HYB","rtt1",720,324
"2168590604",10/05/2026,"75","VAS","HYB","_N",77,4774
"21685351",10/05/2026,"75","VAS","PREPAID","_N",1013,7091
"2168000",10/05/2026,"74","VAS","HYB","taw1",600,360
"2168000",10/05/2026,"74","VAS","HYB","cpr",536,1608
"2168000",10/05/2026,"74","VAS","HYB","smt1",554,1939
"2168000",10/05/2026,"74","VAS","HYB","elj1",125,50
"21685510",10/05/2026,"74","VAS","PREPAID","_N",43,86
"21685012",10/05/2026,"74","VAS","PREPAID","_N",2,72
"2168000",10/05/2026,"74","VAS","PREPAID","mo2",2,7
"2168000",10/05/2026,"74","VAS","PREPAID","nj2",21,147
"2168000",10/05/2026,"74","VAS","HYB","se2",3,21
"2168000",10/05/2026,"74","VAS","PREPAID","taw2",10,35
"2168000",10/05/2026,"74","VAS","HYB","taw2",2,7
"216853773",10/05/2026,"75","VAS","PREPAID","_N",1,45
"216855201",11/05/2026,"75","VAS","PREPAID","_N",13365,66825
"2168000",11/05/2026,"74","VAS","PREPAID","esl1",2889,14445
"2168590603",11/05/2026,"75","VAS","PREPAID","_N",4079,252898
"2168000",11/05/2026,"74","VAS","PREPAID","es1",6868,3434
"2168000",11/05/2026,"74","VAS","PREPAID","ra1",3331,16655
"216853771",11/05/2026,"75","VAS","PREPAID","_N",4348,15218
"2168000",11/05/2026,"74","VAS","PREPAID","ajw1",4886,29316
"2168000",11/05/2026,"74","VAS","PREPAID","esp",2292,1146
"2168560602",11/05/2026,"75","VAS","HYB","_N",301,13545
"2168000",11/05/2026,"74","VAS","PREPAID","mel1",1989,89505
"2168000",11/05/2026,"74","VAS","HYB","kow",1045,627
"2168590602",11/05/2026,"75","VAS","HYB","_N",836,418
"2168000",11/05/2026,"74","VAS","HYB","sw1",147,882
"2168000",11/05/2026,"74","VAS","HYB","se1",861,6027
"2168000",11/05/2026,"74","VAS","PREPAID","se1",5191,36337
"2168000",11/05/2026,"74","VAS","HYB","kow2",316,1896
"2168000",11/05/2026,"74","VAS","HYB","tj",488,2196
"2168000",11/05/2026,"74","VAS","HYB","fig2",111,6105
"2168590603",11/05/2026,"75","VAS","HYB","_N",181,11222
"2168000",11/05/2026,"74","VAS","PREPAID","fof1",642,4494
"2168000",11/05/2026,"74","VAS","HYB","ajw1",64,384
"21685008",11/05/2026,"75","VAS","PREPAID","_N",438,1095
"21685510",11/05/2026,"74","VAS","PREPAID","_N",73,146
"2168000",11/05/2026,"74","VAS","PREPAID","dsa",18,81
"21685085",11/05/2026,"74","VAS","HYB","_N",8,1152
"21685988",11/05/2026,"74","VAS","HYB","_N",17,255
"2168000",11/05/2026,"74","VAS","PREPAID","vib1",4,2
"2168000",11/05/2026,"74","VAS","HYB","raf1",29,145
"2168000",11/05/2026,"74","VAS","HYB","qe1",8,56
"2168000",11/05/2026,"74","VAS","HYB","dst",5,125
"216855202",11/05/2026,"75","VAS","PREPAID","_N",1,35
"2168000",12/05/2026,"74","VAS","PREPAID","cpr",9530,2859
"2168000",12/05/2026,"74","VAS","PREPAID","9is",7170,25095
"2168000",12/05/2026,"74","VAS","PREPAID","tts",3528,1764
"2168000",12/05/2026,"74","VAS","PREPAID","cf",4424,2212
"2168000",12/05/2026,"74","VAS","PREPAID","ajw1",4950,2970
"2168000",12/05/2026,"74","VAS","PREPAID","qe3",4693,258115
"2168000",12/05/2026,"74","VAS","HYB","mb1",3814,1907
"2168000",12/05/2026,"74","VAS","PREPAID","nj1",3328,6656
"2168000",12/05/2026,"74","VAS","HYB","mel1",28,126
"2168000",12/05/2026,"74","VAS","HYB","9is",167,5845
"2168590602",12/05/2026,"75","VAS","PREPAID","_N",9955,49775
"216855201",12/05/2026,"75","VAS","HYB","_N",1519,7595
"2168560603",12/05/2026,"75","VAS","PREPAID","_N",4885,219825
"2168000",12/05/2026,"74","VAS","PREPAID","esp",2298,1149
"21685085",12/05/2026,"74","VAS","PREPAID","_N",249,35856
"2168560602",12/05/2026,"75","VAS","HYB","_N",328,1476
"21685001",12/05/2026,"75","VAS","PREPAID","_N",857,21425
"2168000",12/05/2026,"74","VAS","HYB","lig1",887,4435
"2168000",12/05/2026,"74","VAS","HYB","raf",556,278
"2168000",12/05/2026,"74","VAS","HYB","es1",348,174
"2168000",12/05/2026,"74","VAS","PREPAID","qe1",162,1134
"2168000",12/05/2026,"74","VAS","PREPAID","taw2",10,35
"2168000",12/05/2026,"74","VAS","PREPAID","qe4",3,12
"216855194",12/05/2026,"75","VAS","HYB","_N",3,225
"2168000",12/05/2026,"74","VAS","HYB","qe4",1,4
"2168000",13/05/2026,"74","VAS","PREPAID","ouk1",7339,36695
"216855201",13/05/2026,"75","VAS","PREPAID","_N",13280,6640
"21685515",13/05/2026,"75","VAS","PREPAID","_N",3475,191125
"2168590601",13/05/2026,"75","VAS","PREPAID","_N",9221,46105
"2168000",13/05/2026,"74","VAS","PREPAID","fig",7539,414645
"2168000",13/05/2026,"74","VAS","PREPAID","tts",3610,1805
"2168000",13/05/2026,"74","VAS","HYB","lig1",878,439
"2168000",13/05/2026,"74","VAS","PREPAID","raf",12722,6361
"2168000",13/05/2026,"74","VAS","PREPAID","taw1",5855,3513
"2168000",13/05/2026,"74","VAS","HYB","bus1",1372,8232
"2168560603",13/05/2026,"75","VAS","PREPAID","_N",4859,218655
"216855193",13/05/2026,"75","VAS","PREPAID","_N",3589,50246
"2168000",13/05/2026,"74","VAS","HYB","gm",149,596
"2168000",13/05/2026,"74","VAS","HYB","es1",372,186
"2168000",13/05/2026,"74","VAS","HYB","raf",519,2595
"2168000",13/05/2026,"74","VAS","HYB","fof1",101,707
"2168000",13/05/2026,"74","VAS","HYB","ww",640,320
"2168000",13/05/2026,"74","VAS","HYB","ab1",124,62
"2168000",13/05/2026,"74","VAS","HYB","cpt",26,143
"21685857",13/05/2026,"75","VAS","HYB","_N",142,994
"2168000",13/05/2026,"74","VAS","HYB","esl1",286,143
"2168000",13/05/2026,"74","VAS","HYB","fig2",102,561
"2168000",13/05/2026,"74","VAS","PREPAID","nj2",46,322
"2168000",13/05/2026,"74","VAS","PREPAID","viu2",2,5
"2168000",13/05/2026,"74","VAS","HYB","sh2",8,11992
"21685005",13/05/2026,"74","VAS","HYB","_N",1,95
"2168000",14/05/2026,"74","VAS","PREPAID","raf",12921,64605
"2168000",14/05/2026,"74","VAS","HYB","ouk1",1738,869
"21685353",14/05/2026,"75","VAS","PREPAID","_N",6818,20454
"2168000",14/05/2026,"74","VAS","PREPAID","elj1",2311,9244
"21685856",14/05/2026,"75","VAS","PREPAID","_N",4122,28854
"21685351",14/05/2026,"75","VAS","HYB","_N",110,77
"21685515",14/05/2026,"75","VAS","HYB","_N",437,24035
"2168000",14/05/2026,"74","VAS","PREPAID","raf1",838,419
"216853771",14/05/2026,"75","VAS","HYB","_N",781,27335
"2168000",14/05/2026,"74","VAS","HYB","exs1",49,294
"2168000",14/05/2026,"74","VAS","HYB","tth",51,2295
"2168000",14/05/2026,"74","VAS","HYB","raf",567,2835
"2168000",14/05/2026,"74","VAS","PREPAID","qe1",156,1092
"2168000",14/05/2026,"74","VAS","HYB","nj1",60,12
"2168000",14/05/2026,"74","VAS","PREPAID","mo2",5,175
"2168000",14/05/2026,"74","VAS","HYB","nj2",3,21
"2168000",14/05/2026,"74","VAS","HYB","sw2",2,12
"2168000",14/05/2026,"74","VAS","HYB","se2",2,14
"2168000",14/05/2026,"74","VAS","HYB","nj3",1,2
"2168000",15/05/2026,"74","VAS","PREPAID","plw1",20170,10085
"2168000",15/05/2026,"74","VAS","HYB","plw1",3656,1828
"2168000",15/05/2026,"74","VAS","PREPAID","cf",4954,2477
"2168000",15/05/2026,"74","VAS","HYB","fof1",101,707
"21685515",15/05/2026,"75","VAS","HYB","_N",408,2244
"2168000",15/05/2026,"74","VAS","PREPAID","tj",4159,187155
"216853771",15/05/2026,"75","VAS","HYB","_N",799,27965
"21685001",15/05/2026,"75","VAS","HYB","_N",90,225
"2168000",15/05/2026,"74","VAS","HYB","qe4",2,8
"2168000",15/05/2026,"74","VAS","HYB","foo1",16,72
"21685085",15/05/2026,"74","VAS","HYB","_N",3,432
"2168000",15/05/2026,"74","VAS","PREPAID","qe4",23,92
"2168000",15/05/2026,"74","VAS","HYB","dst",5,125
"2168000",15/05/2026,"74","VAS","PREPAID","tch3",1,5
"2168590601",16/05/2026,"75","VAS","PREPAID","_N",9226,4613
"2168000",16/05/2026,"74","VAS","PREPAID","plw1",19746,9873
"2168000",16/05/2026,"74","VAS","PREPAID","es1",6861,34305
"2168000",16/05/2026,"74","VAS","PREPAID","kow",29256,175536
"2168000",16/05/2026,"74","VAS","PREPAID","smt1",10177,356195
"2168000",16/05/2026,"74","VAS","PREPAID","mel1",2050,9225
"2168000",16/05/2026,"74","VAS","HYB","ouk1",1663,8315
"2168000",16/05/2026,"74","VAS","PREPAID","tj",3881,174645
"21685857",16/05/2026,"75","VAS","PREPAID","_N",3930,2751
"2168000",16/05/2026,"74","VAS","PREPAID","fig2",1250,6875
"2168000",16/05/2026,"74","VAS","HYB","tj",570,2565
"2168000",16/05/2026,"74","VAS","PREPAID","ajw2",57,342
"2168000",16/05/2026,"74","VAS","PREPAID","ab1",4575,22875
"2168000",16/05/2026,"74","VAS","HYB","taw1",621,3726
"21685351",16/05/2026,"75","VAS","PREPAID","_N",1019,7133
"2168560603",16/05/2026,"75","VAS","HYB","_N",198,891
"2168000",16/05/2026,"74","VAS","PREPAID","dsc",19,475
"216855195",16/05/2026,"75","VAS","PREPAID","_N",8,20
"21685351",16/05/2026,"74","VAS","PREPAID","_N",1,49
"2168000",16/05/2026,"74","VAS","HYB","dsa",1,45
"2168000",17/05/2026,"74","VAS","PREPAID","lig1",4054,2027
"2168000",17/05/2026,"74","VAS","PREPAID","bus1",5334,32004
"2168000",17/05/2026,"74","VAS","HYB","lig1",793,3965
"2168000",17/05/2026,"74","VAS","PREPAID","esp",2172,1086
"216855194",17/05/2026,"75","VAS","PREPAID","_N",198,1485
"21685098",17/05/2026,"75","VAS","HYB","_N",765,34425
"2168000",17/05/2026,"74","VAS","HYB","rtt1",464,2088
"2168000",17/05/2026,"74","VAS","HYB","gm",157,628
"216855193",17/05/2026,"75","VAS","PREPAID","_N",3512,49168
"2168000",17/05/2026,"74","VAS","PREPAID","ajw2",91,546
"2168000",17/05/2026,"74","VAS","HYB","kow2",237,1422
"2168000",17/05/2026,"74","VAS","HYB","tts",110,55
"2168000",17/05/2026,"74","VAS","HYB","qe1",11,77
"2168000",17/05/2026,"74","VAS","PREPAID","nj2",26,182
"2168000",17/05/2026,"74","VAS","HYB","sh2",3,4497
"21685555",17/05/2026,"74","VAS","PREPAID","_N",7,63
"2168000",17/05/2026,"74","VAS","PREPAID","taw2",12,42
"2168000",17/05/2026,"74","VAS","PREPAID","vib1",2,1
"2168000",17/05/2026,"74","VAS","PREPAID","sh1",4,3596
"21685988",17/05/2026,"74","VAS","HYB","_N",16,24
"2168000",17/05/2026,"74","VAS","HYB","nj2",1,7
"21685151",17/05/2026,"74","VAS","PREPAID","_N",1,1
"216853771",18/05/2026,"75","VAS","PREPAID","_N",4102,14357
"2168000",18/05/2026,"74","VAS","PREPAID","fig",8273,455015
"2168000",18/05/2026,"74","VAS","PREPAID","taw1",6081,36486
"2168000",18/05/2026,"74","VAS","PREPAID","es1",7732,3866
"2168000",18/05/2026,"74","VAS","HYB","plw1",3572,1786
"2168000",18/05/2026,"74","VAS","PREPAID","sw1",7713,46278
"2168560603",18/05/2026,"75","VAS","PREPAID","_N",4777,214965
"2168000",18/05/2026,"74","VAS","PREPAID","ajw1",5318,31908
"21685875",18/05/2026,"75","VAS","PREPAID","_N",3954,31632
"2168000",18/05/2026,"74","VAS","PREPAID","est1",1316,5922
"21685988",18/05/2026,"74","VAS","PREPAID","_N",125,1875
"2168000",18/05/2026,"74","VAS","PREPAID","gm",10532,42128
"2168000",18/05/2026,"74","VAS","HYB","kow",1194,7164
"21685857",18/05/2026,"75","VAS","HYB","_N",110,77
"2168000",18/05/2026,"74","VAS","HYB","ra1",279,1395
"2168560603",18/05/2026,"75","VAS","HYB","_N",168,756
"21685198",18/05/2026,"75","VAS","HYB","_N",183,915
"2168000",18/05/2026,"74","VAS","HYB","taw1",623,3738
"2168000",18/05/2026,"74","VAS","HYB","mel1",33,1485
"2168000",18/05/2026,"74","VAS","PREPAID","qe1",165,1155
"2168000",18/05/2026,"74","VAS","PREPAID","mo2",4,14
"2168000",18/05/2026,"74","VAS","HYB","ab1",140,70
"2168000",18/05/2026,"74","VAS","PREPAID","taw2",18,63
"2168000",18/05/2026,"74","VAS","PREPAID","nj2",25,175
"2168000",18/05/2026,"74","VAS","HYB","elj1",105,42
"21685940",17/05/2026,"74","VAS","PREPAID","_N",1,9
"21685580",18/05/2026,"74","VAS","HYB","_N",25,375
"2168000",19/05/2026,"74","VAS","PREPAID","plw1",20264,10132
"2168000",19/05/2026,"74","VAS","PREPAID","tts",4538,2269
"21685857",19/05/2026,"75","VAS","PREPAID","_N",4059,28413
"2168000",19/05/2026,"74","VAS","HYB","mb1",3663,18315
"2168560602",19/05/2026,"75","VAS","HYB","_N",351,15795
"2168000",19/05/2026,"74","VAS","PREPAID","nj1",3207,6414
"2168000",19/05/2026,"74","VAS","HYB","bus1",1345,807
"21685580",19/05/2026,"74","VAS","PREPAID","_N",44,66
"21685353",19/05/2026,"75","VAS","PREPAID","_N",6816,20448
"2168000",19/05/2026,"74","VAS","PREPAID","ab1",4724,2362
"2168000",19/05/2026,"74","VAS","PREPAID","exs1",539,3234
"2168000",19/05/2026,"74","VAS","HYB","esp",143,715
"21685001",19/05/2026,"75","VAS","PREPAID","_N",346,865
"2168000",19/05/2026,"74","VAS","HYB","tts",176,88
"2168000",19/05/2026,"74","VAS","HYB","cf",295,1475
"2168560603",19/05/2026,"75","VAS","HYB","_N",175,7875
"2168000",19/05/2026,"74","VAS","PREPAID","qe2",110,66
"2168000",19/05/2026,"74","VAS","HYB","fof1",107,749
"2168000",19/05/2026,"74","VAS","HYB","dse",35,875
"2168000",19/05/2026,"74","VAS","PREPAID","ajw2",2,12
"21685085",19/05/2026,"74","VAS","HYB","_N",9,1296
"2168000",19/05/2026,"74","VAS","PREPAID","viu2",1,25
"2168000",19/05/2026,"74","VAS","PREPAID","ms",2,9
"2168000",20/05/2026,"74","VAS","PREPAID","9is",7704,26964
"2168000",20/05/2026,"74","VAS","PREPAID","kow3",9657,57942
"2168000",20/05/2026,"74","VAS","PREPAID","kow",26864,161184
"2168560602",20/05/2026,"75","VAS","PREPAID","_N",3238,14571
"2168000",20/05/2026,"74","VAS","PREPAID","raf",13474,6737
"2168590602",20/05/2026,"75","VAS","PREPAID","_N",9620,4810
"2168590602",20/05/2026,"75","VAS","HYB","_N",835,4175
"21685857",20/05/2026,"75","VAS","PREPAID","_N",3888,27216
"2168000",20/05/2026,"74","VAS","PREPAID","tj",4070,18315
"2168000",20/05/2026,"74","VAS","PREPAID","raf1",806,403
"2168000",20/05/2026,"74","VAS","HYB","smt1",627,21945
"2168000",20/05/2026,"74","VAS","PREPAID","mo1",1086,6516
"2168000",20/05/2026,"74","VAS","PREPAID","se1",5302,37114
"2168000",20/05/2026,"74","VAS","HYB","kid1",80,36
"21685001",20/05/2026,"75","VAS","HYB","_N",52,13
"21685510",20/05/2026,"74","VAS","PREPAID","_N",240,480
"2168000",20/05/2026,"74","VAS","HYB","kow",1153,6918
"2168000",20/05/2026,"74","VAS","HYB","ab1",148,74
"2168000",20/05/2026,"74","VAS","HYB","est1",12,54
"2168000",20/05/2026,"74","VAS","PREPAID","dse",189,4725
"2168000",20/05/2026,"74","VAS","HYB","qe1",6,42
"2168000",20/05/2026,"74","VAS","HYB","dse",38,95
"2168000",20/05/2026,"74","VAS","PREPAID","dsa",28,126
"2168000",20/05/2026,"74","VAS","PREPAID","nj2",37,259
"21685085",20/05/2026,"74","VAS","HYB","_N",12,1728
"21685480",20/05/2026,"74","VAS","PREPAID","_N",1,65
"21685804",20/05/2026,"74","VAS","PREPAID","_N",3,432
"216855194",20/05/2026,"75","VAS","HYB","_N",2,15
"2168000",21/05/2026,"74","VAS","PREPAID","plw1",20595,102975
"2168000",21/05/2026,"74","VAS","PREPAID","tts",4463,22315
"2168000",21/05/2026,"74","VAS","HYB","plw1",3595,17975
"2168000",21/05/2026,"74","VAS","PREPAID","lig1",4162,2081
"21685515",21/05/2026,"75","VAS","PREPAID","_N",3916,21538
"2168560602",21/05/2026,"75","VAS","PREPAID","_N",3481,156645
"2168000",21/05/2026,"74","VAS","HYB","se1",997,6979
"2168000",21/05/2026,"74","VAS","PREPAID","raf1",851,4255
"21685580",21/05/2026,"74","VAS","PREPAID","_N",24,36
"21685555",21/05/2026,"74","VAS","PREPAID","_N",21,189
"2168000",21/05/2026,"74","VAS","HYB","sw1",163,978
"2168000",21/05/2026,"74","VAS","HYB","taw1",673,4038
"2168000",21/05/2026,"74","VAS","HYB","ab1",151,755
"2168000",21/05/2026,"74","VAS","PREPAID","dsa",16,72
"21685085",21/05/2026,"74","VAS","HYB","_N",8,1152
"2168000",21/05/2026,"74","VAS","HYB","exs1",44,264
"2168000",21/05/2026,"74","VAS","HYB","raf1",31,155
"2168000",22/05/2026,"74","VAS","PREPAID","tth",1308,5886
"2168000",22/05/2026,"74","VAS","PREPAID","tj",4283,192735
"2168000",22/05/2026,"74","VAS","PREPAID","ouk1",7877,39385
"2168000",22/05/2026,"74","VAS","PREPAID","smt1",11002,38507
"2168000",22/05/2026,"74","VAS","PREPAID","qe1",163,1141
"2168000",22/05/2026,"74","VAS","PREPAID","gm",10596,42384
"2168000",22/05/2026,"74","VAS","HYB","smt1",634,2219
"21685220",22/05/2026,"75","VAS","PREPAID","_N",9489,37956
"2168000",22/05/2026,"74","VAS","PREPAID","too1",747,3735
"2168000",22/05/2026,"74","VAS","PREPAID","mo1",1189,7134
"2168590602",22/05/2026,"75","VAS","HYB","_N",821,4105
"2168560602",22/05/2026,"75","VAS","HYB","_N",351,15795
"21685856",22/05/2026,"75","VAS","PREPAID","_N",3686,25802
"2168000",22/05/2026,"74","VAS","HYB","9is",202,707
"21685220",22/05/2026,"75","VAS","HYB","_N",322,1288
"2168590604",22/05/2026,"75","VAS","HYB","_N",67,4154
"2168000",22/05/2026,"74","VAS","HYB","tj",618,2781
"2168000",22/05/2026,"74","VAS","HYB","too1",21,105
"21685510",22/05/2026,"74","VAS","PREPAID","_N",268,536
"2168000",22/05/2026,"74","VAS","PREPAID","dse",183,4575
"21685857",22/05/2026,"75","VAS","HYB","_N",135,945
"2168000",22/05/2026,"74","VAS","PREPAID","dst",56,14
"21685051",22/05/2026,"75","VAS","HYB","_N",74,74
"216855193",22/05/2026,"75","VAS","HYB","_N",71,994
"2168000",22/05/2026,"74","VAS","PREPAID","se2",9,63
"21685555",22/05/2026,"74","VAS","PREPAID","_N",11,99
"21685102",22/05/2026,"74","VAS","PREPAID","_N",2,288
"21685005",22/05/2026,"74","VAS","PREPAID","_N",3,285
"2168000",22/05/2026,"74","VAS","HYB","vib1",1,5
"21685012",22/05/2026,"74","VAS","PREPAID","_N",1,36
"2168000",23/05/2026,"74","VAS","PREPAID","raf",14098,7049
"21685875",23/05/2026,"75","VAS","PREPAID","_N",3889,31112
"21685198",23/05/2026,"75","VAS","PREPAID","_N",2827,14135
"2168000",23/05/2026,"74","VAS","HYB","plw1",3937,19685
"2168000",23/05/2026,"74","VAS","HYB","raf",651,3255
"21685008",23/05/2026,"75","VAS","HYB","_N",61,1525
"2168560603",23/05/2026,"75","VAS","HYB","_N",232,1044
"2168000",23/05/2026,"74","VAS","PREPAID","mo1",1201,7206
"216855201",23/05/2026,"75","VAS","HYB","_N",1143,5715
"2168000",23/05/2026,"74","VAS","PREPAID","exs1",596,3576
"2168000",23/05/2026,"74","VAS","HYB","esl1",339,1695
"2168000",23/05/2026,"74","VAS","PREPAID","qe1",167,1169
"2168000",23/05/2026,"74","VAS","HYB","rtt1",804,3618
"2168000",23/05/2026,"74","VAS","HYB","9is",208,728
"2168000",23/05/2026,"74","VAS","HYB","kow3",626,3756
"2168000",23/05/2026,"74","VAS","HYB","viu1",168,84
"2168560601",23/05/2026,"75","VAS","HYB","_N",147,6615
"2168000",23/05/2026,"74","VAS","PREPAID","est1",315,14175
"21685555",23/05/2026,"74","VAS","PREPAID","_N",6,54
"2168000",23/05/2026,"74","VAS","HYB","qe2",5,3
"2168000",23/05/2026,"74","VAS","PREPAID","tch3",1,5
"2168000",23/05/2026,"74","VAS","PREPAID","nj3",11,22
"2168000",23/05/2026,"74","VAS","HYB","mel1",23,1035
"21685999",23/05/2026,"74","VAS","PREPAID","_N",9,1296
"21685085",23/05/2026,"74","VAS","HYB","_N",5,72
"2168000",23/05/2026,"74","VAS","HYB","nj2",2,14
"2168000",23/05/2026,"74","VAS","HYB","vib1",1,5
"2168000",24/05/2026,"74","VAS","PREPAID","es1",8336,4168
"2168000",24/05/2026,"74","VAS","PREPAID","fig2",1584,8712
"2168000",24/05/2026,"74","VAS","PREPAID","fig",9032,49676
"216855201",24/05/2026,"75","VAS","HYB","_N",862,431
"2168000",24/05/2026,"74","VAS","PREPAID","ra1",3770,1885
"2168000",24/05/2026,"74","VAS","PREPAID","kid1",1346,6057
"2168000",24/05/2026,"74","VAS","PREPAID","kow3",9910,5946
"21685857",24/05/2026,"75","VAS","HYB","_N",151,1057
"2168000",24/05/2026,"74","VAS","HYB","kow3",608,3648
"21685515",24/05/2026,"75","VAS","PREPAID","_N",2682,14751
"2168000",24/05/2026,"74","VAS","HYB","fof1",132,924
"2168000",24/05/2026,"74","VAS","HYB","cpt",39,2145
"2168000",24/05/2026,"74","VAS","HYB","smt1",690,2415
"2168000",24/05/2026,"74","VAS","HYB","ab1",183,915
"2168000",24/05/2026,"74","VAS","HYB","ajw1",80,48
"2168000",24/05/2026,"74","VAS","HYB","dse",28,7
"2168000",24/05/2026,"74","VAS","PREPAID","nj3",6,12
"21685580",24/05/2026,"74","VAS","PREPAID","_N",14,21
"21685353",24/05/2026,"74","VAS","PREPAID","_N",6,9
"216855195",23/05/2026,"75","VAS","PREPAID","_N",1,25
"21685558",24/05/2026,"74","VAS","PREPAID","_N",2,1
"2168000",24/05/2026,"74","VAS","HYB","kid2",1,9
"2168000",24/05/2026,"74","VAS","PREPAID","mo2",10,35
"2168000",24/05/2026,"74","VAS","PREPAID","kid2",1,9
"21685005",24/05/2026,"74","VAS","HYB","_N",1,95
"21685098",25/05/2026,"75","VAS","PREPAID","_N",9597,431865
"2168000",25/05/2026,"74","VAS","PREPAID","es1",9224,4612
"2168000",25/05/2026,"74","VAS","PREPAID","cpr",11247,33741
"2168000",25/05/2026,"74","VAS","PREPAID","rtt1",17435,784575
"2168000",25/05/2026,"74","VAS","HYB","cf",343,1715
"21685875",25/05/2026,"75","VAS","PREPAID","_N",4389,35112
"21685857",25/05/2026,"75","VAS","PREPAID","_N",4274,29918
"21685220",25/05/2026,"75","VAS","PREPAID","_N",9492,37968
"2168560601",25/05/2026,"75","VAS","PREPAID","_N",5271,237195
"2168000",25/05/2026,"74","VAS","HYB","ww",852,426
"2168000",25/05/2026,"74","VAS","PREPAID","cpt",553,30415
"2168000",25/05/2026,"74","VAS","PREPAID","viu1",2182,1091
"2168000",25/05/2026,"74","VAS","HYB","ab1",181,905
"2168000",25/05/2026,"74","VAS","HYB","9is",225,7875
"2168000",25/05/2026,"74","VAS","HYB","se1",1204,8428
"2168000",25/05/2026,"74","VAS","HYB","tts",222,111
"2168000",25/05/2026,"74","VAS","PREPAID","est1",74,333
"2168000",25/05/2026,"74","VAS","HYB","exs1",55,33
"2168000",25/05/2026,"74","VAS","HYB","dsa",1,45
"2168000",25/05/2026,"74","VAS","PREPAID","nj3",9,18
"2168000",25/05/2026,"74","VAS","PREPAID","se2",7,49
"2168000",25/05/2026,"74","VAS","HYB","qe1",10,7
"2168000",25/05/2026,"74","VAS","PREPAID","sh2",11,16489
"2168000",25/05/2026,"74","VAS","PREPAID","bus2",1,25
