"SHORT_CODE","START_DATE","EVENT_TYPE","CALL_TYPE","EVENT_STATUS","SUBSCRIBER_TYPE","KEYWORD","NB_TAXATION"
"21685220",05/05/2026,"75","VAS","Success","PREPAID","_N",9283
"21685875",05/05/2026,"75","VAS","Success","HYB","_N",258
"2168000",05/05/2026,"74","VAS","Success","PREPAID","tts",3579
"21685351",05/05/2026,"75","VAS","Success","HYB","_N",113
"2168000",05/05/2026,"74","VAS","Success","HYB","lig1",985
"2168000",05/05/2026,"74","VAS","Success","PREPAID","se1",5631
"2168000",05/05/2026,"74","VAS","Success","HYB","ra1",329
"21685510",05/05/2026,"74","VAS","Success","PREPAID","_N",38
"2168000",05/05/2026,"74","VAS","Success","HYB","es1",476
"2168000",05/05/2026,"74","VAS","Success","HYB","se1",1036
"2168000",05/05/2026,"74","VAS","Success","HYB","kow2",394
"2168000",05/05/2026,"74","VAS","Success","PREPAID","mo2",5
"2168000",05/05/2026,"74","VAS","Success","PREPAID","tth",1102
"2168000",05/05/2026,"74","VAS","Success","HYB","tth",66
"2168000",05/05/2026,"74","VAS","Success","POSTPAID","mb1",69
"21685666",05/05/2026,"74","VAS","Success","PREPAID","_N",21
"2168000",05/05/2026,"74","VAS","Success","PREPAID","vib1",2
"2168000",05/05/2026,"74","VAS","Success","POSTPAID","esp",1
"2168000",05/05/2026,"74","VAS","Success","POSTPAID","qe1",1
"2168000",05/05/2026,"74","VAS","Success","POSTPAID","smt1",1
"21687040",05/05/2026,"74","VAS","Success","PREPAID","_N",1
"216855193",05/05/2026,"75","VAS","Success","HYB","_N",75
"21685845",05/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",05/05/2026,"74","VAS","Success","HYB","sh1",1
"2168000",06/05/2026,"74","VAS","Success","PREPAID","mb1",40098
"2168000",06/05/2026,"74","VAS","Success","HYB","fig",389
"2168000",06/05/2026,"74","VAS","Success","HYB","ouk1",1802
"2168560603",06/05/2026,"75","VAS","Success","PREPAID","_N",4345
"2168000",06/05/2026,"74","VAS","Success","PREPAID","tth",1131
"21685555",06/05/2026,"74","VAS","Success","PREPAID","_N",8
"21685857",06/05/2026,"75","VAS","Success","HYB","_N",55
"21685666",06/05/2026,"74","VAS","Success","HYB","_N",11
"2168590601",06/05/2026,"75","VAS","Success","HYB","_N",536
"21685285",06/05/2026,"74","VAS","Success","HYB","_N",4
"21685990",06/05/2026,"74","VAS","Success","PREPAID","_N",9
"2168000",07/05/2026,"74","VAS","Success","PREPAID","mb1",39137
"2168000",07/05/2026,"74","VAS","Success","PREPAID","too1",671
"2168000",07/05/2026,"74","VAS","Success","HYB","foo1",15
"2168000",07/05/2026,"74","VAS","Success","PREPAID","tts",3680
"2168000",07/05/2026,"74","VAS","Success","HYB","kow3",507
"2168000",07/05/2026,"74","VAS","Success","HYB","ab1",165
"2168000",07/05/2026,"74","VAS","Success","HYB","ouk1",1777
"2168000",07/05/2026,"74","VAS","Success","POSTPAID","fig",5
"2168000",07/05/2026,"74","VAS","Success","PREPAID","smt1",10465
"2168000",07/05/2026,"74","VAS","Success","PREPAID","raf1",926
"2168000",07/05/2026,"74","VAS","Success","PREPAID","est1",1469
"216855194",06/05/2026,"75","VAS","Success","PREPAID","_N",274
"2168590603",06/05/2026,"75","VAS","Success","POSTPAID","_N",5
"2168000",07/05/2026,"74","VAS","Success","PREPAID","ms",3
"2168000",07/05/2026,"74","VAS","Success","PREPAID","fof1",809
"2168000",07/05/2026,"74","VAS","Success","HYB","qe3",112
"21687187",07/05/2026,"74","VAS","Success","HYB","_N",1
"2168000",07/05/2026,"74","VAS","Success","HYB","ds",80
"21685035",07/05/2026,"74","VAS","Success","PREPAID","_N",55
"21685515",07/05/2026,"75","VAS","Success","PREPAID","_N",3350
"2168560602",07/05/2026,"75","VAS","Success","PREPAID","_N",3138
"21685875",07/05/2026,"75","VAS","Success","PREPAID","_N",9944
"2168560603",07/05/2026,"75","VAS","Success","HYB","_N",88
"216855194",07/05/2026,"75","VAS","Success","PREPAID","_N",286
"21685051",07/05/2026,"75","VAS","Success","HYB","_N",78
"21685505",07/05/2026,"74","VAS","Success","PREPAID","_N",2
"21685988",07/05/2026,"74","VAS","Success","HYB","_N",71
"21685405",07/05/2026,"74","VAS","Success","PREPAID","_N",1
"21685035",07/05/2026,"74","VAS","Success","HYB","_N",37
"2168000",07/05/2026,"74","VAS","Success","PREPAID","nj3",7
"2168590604",07/05/2026,"75","VAS","Success","POSTPAID","_N",5
"21685001",07/05/2026,"75","VAS","Success","HYB","_N",96
"216872",07/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",08/05/2026,"74","VAS","Success","PREPAID","kow3",9690
"2168000",08/05/2026,"74","VAS","Success","PREPAID","kow",26661
"2168000",08/05/2026,"74","VAS","Success","PREPAID","kow2",6670
"2168000",08/05/2026,"74","VAS","Success","HYB","ab1",139
"2168000",08/05/2026,"74","VAS","Success","PREPAID","gm",9870
"2168000",08/05/2026,"74","VAS","Success","HYB","bus1",1396
"2168000",08/05/2026,"74","VAS","Success","HYB","es1",379
"2168000",08/05/2026,"74","VAS","Success","HYB","cf",311
"2168000",08/05/2026,"74","VAS","Success","PREPAID","lig1",4262
"2168000",08/05/2026,"74","VAS","Success","HYB","foo1",14
"2168560601",08/05/2026,"75","VAS","Success","PREPAID","_N",5084
"2168590601",08/05/2026,"75","VAS","Success","HYB","_N",538
"2168000",08/05/2026,"74","VAS","Success","POSTPAID","tj",2
"2168560601",08/05/2026,"75","VAS","Success","HYB","_N",152
"2168000",08/05/2026,"74","VAS","Success","HYB","taw1",620
"2168000",08/05/2026,"74","VAS","Success","POSTPAID","sw1",1
"2168000",08/05/2026,"74","VAS","Success","POSTPAID","esl1",3
"2168000",08/05/2026,"74","VAS","Success","HYB","raf",637
"2168000",08/05/2026,"74","VAS","Success","POSTPAID","plw1",32
"2168000",08/05/2026,"74","VAS","Success","HYB","qe1",7
"2168560603",08/05/2026,"75","VAS","Success","PREPAID","_N",5592
"2168560603",08/05/2026,"75","VAS","Success","HYB","_N",246
"21685353",08/05/2026,"75","VAS","Success","HYB","_N",472
"21685351",08/05/2026,"75","VAS","Success","PREPAID","_N",1033
"2168000",08/05/2026,"74","VAS","Success","PREPAID","nj2",14
"2168000",08/05/2026,"74","VAS","Success","POSTPAID","qe3",2
"21685085",08/05/2026,"74","VAS","Success","HYB","_N",9
"21685151",08/05/2026,"74","VAS","Success","PREPAID","_N",1
"21685285",08/05/2026,"74","VAS","Success","HYB","_N",3
"2168000",08/05/2026,"74","VAS","Success","PREPAID","exs2",3
"2168000",09/05/2026,"74","VAS","Success","PREPAID","kow3",9519
"2168000",09/05/2026,"74","VAS","Success","HYB","ww",728
"2168000",09/05/2026,"74","VAS","Success","PREPAID","nj1",3421
"2168000",09/05/2026,"74","VAS","Success","PREPAID","plw1",20493
"2168000",09/05/2026,"74","VAS","Success","HYB","rtt1",761
"2168000",09/05/2026,"74","VAS","Success","PREPAID","taw1",5776
"2168000",09/05/2026,"74","VAS","Success","HYB","ab1",141
"2168560601",09/05/2026,"75","VAS","Success","PREPAID","_N",4893
"2168000",09/05/2026,"74","VAS","Success","HYB","cf",327
"2168000",09/05/2026,"74","VAS","Success","HYB","nj2",7
"2168590602",09/05/2026,"75","VAS","Success","HYB","_N",854
"2168000",09/05/2026,"74","VAS","Success","POSTPAID","sw1",1
"2168000",09/05/2026,"74","VAS","Success","PREPAID","raf1",869
"2168000",09/05/2026,"74","VAS","Success","HYB","smt1",591
"21685856",09/05/2026,"75","VAS","Success","PREPAID","_N",4599
"2168000",09/05/2026,"74","VAS","Success","HYB","too1",22
"21685008",09/05/2026,"75","VAS","Success","PREPAID","_N",606
"2161810",09/05/2026,"74","VAS","Success","PREPAID","_N",1
"21685051",09/05/2026,"75","VAS","Success","PREPAID","_N",279
"21685051",09/05/2026,"75","VAS","Success","HYB","_N",12
"21685510",09/05/2026,"74","VAS","Success","PREPAID","_N",64
"21685351",09/05/2026,"75","VAS","Success","PREPAID","_N",1021
"21685351",09/05/2026,"75","VAS","Success","HYB","_N",110
"21685285",09/05/2026,"74","VAS","Success","PREPAID","_N",4
"2168000",09/05/2026,"74","VAS","Success","PREPAID","taw2",11
"21685012",09/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",10/05/2026,"74","VAS","Success","PREPAID","ajw1",4811
"2168000",10/05/2026,"74","VAS","Success","PREPAID","sw1",7034
"2168000",10/05/2026,"74","VAS","Success","PREPAID","es1",6251
"2168000",10/05/2026,"74","VAS","Success","PREPAID","tts",3213
"2168000",10/05/2026,"74","VAS","Success","HYB","lig1",854
"2168000",10/05/2026,"74","VAS","Success","PREPAID","nj1",3265
"21685085",10/05/2026,"74","VAS","Success","PREPAID","_N",345
"2168000",10/05/2026,"74","VAS","Success","POSTPAID","raf",1
"2168000",10/05/2026,"74","VAS","Success","PREPAID","est1",1432
"2168000",10/05/2026,"74","VAS","Success","HYB","raf",544
"2168590603",10/05/2026,"75","VAS","Success","PREPAID","_N",3725
"2168590604",10/05/2026,"75","VAS","Success","PREPAID","_N",2584
"2168590603",10/05/2026,"75","VAS","Success","HYB","_N",191
"2168000",10/05/2026,"74","VAS","Success","HYB","fof1",78
"21685220",10/05/2026,"75","VAS","Success","HYB","_N",283
"2168560601",10/05/2026,"75","VAS","Success","HYB","_N",128
"2168560602",10/05/2026,"75","VAS","Success","HYB","_N",289
"2168000",10/05/2026,"74","VAS","Success","POSTPAID","dst",1
"21685230",10/05/2026,"74","VAS","Success","PREPAID","_N",8
"21685815",10/05/2026,"74","VAS","Success","HYB","_N",1
"2161810",10/05/2026,"74","VAS","Success","HYB","_N",1
"21685285",10/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",11/05/2026,"74","VAS","Success","PREPAID","mb1",41789
"2168000",11/05/2026,"74","VAS","Success","PREPAID","fig2",1237
"2168000",11/05/2026,"74","VAS","Success","PREPAID","fig",7540
"2168000",11/05/2026,"74","VAS","Success","PREPAID","plw1",20704
"2168000",11/05/2026,"74","VAS","Success","HYB","9is",195
"2168000",11/05/2026,"74","VAS","Success","PREPAID","elj1",2424
"2168000",11/05/2026,"74","VAS","Success","HYB","mo1",61
"2168000",11/05/2026,"74","VAS","Success","PREPAID","smt1",10303
"21685580",11/05/2026,"74","VAS","Success","PREPAID","_N",38
"21685035",11/05/2026,"74","VAS","Success","PREPAID","_N",28
"2168000",11/05/2026,"74","VAS","Success","HYB","ds",184
"2168000",11/05/2026,"74","VAS","Success","HYB","dse",48
"21685198",11/05/2026,"75","VAS","Success","PREPAID","_N",2897
"2168000",11/05/2026,"74","VAS","Success","PREPAID","tth",1005
"2168000",11/05/2026,"74","VAS","Success","HYB","est1",27
"2168000",11/05/2026,"74","VAS","Success","PREPAID","taw2",20
"2168560602",11/05/2026,"75","VAS","Success","PREPAID","_N",3579
"2168000",11/05/2026,"74","VAS","Success","HYB","viu1",143
"21685940",11/05/2026,"74","VAS","Success","PREPAID","_N",1
"216855193",11/05/2026,"75","VAS","Success","PREPAID","_N",3734
"2168000",11/05/2026,"74","VAS","Success","PREPAID","nj3",5
"2168000",11/05/2026,"74","VAS","Success","PREPAID","bus2",1
"2168000",11/05/2026,"74","VAS","Success","PREPAID","ms",1
"2168000",12/05/2026,"74","VAS","Success","HYB","kow",1090
"2168000",12/05/2026,"74","VAS","Success","HYB","cpr",516
"2168000",12/05/2026,"74","VAS","Success","HYB","cf",273
"2168000",12/05/2026,"74","VAS","Success","HYB","plw1",3775
"2168000",12/05/2026,"74","VAS","Success","HYB","fig",274
"2168000",12/05/2026,"74","VAS","Success","HYB","smt1",569
"2168590603",12/05/2026,"75","VAS","Success","PREPAID","_N",4093
"2168000",12/05/2026,"74","VAS","Success","POSTPAID","fig",6
"2168000",12/05/2026,"74","VAS","Success","POSTPAID","fig2",2
"2168000",12/05/2026,"74","VAS","Success","HYB","fof1",92
"21685857",12/05/2026,"75","VAS","Success","PREPAID","_N",4102
"2168000",12/05/2026,"74","VAS","Success","HYB","se1",890
"2168000",12/05/2026,"74","VAS","Success","HYB","ds",176
"21685580",12/05/2026,"74","VAS","Success","HYB","_N",25
"2168000",12/05/2026,"74","VAS","Success","POSTPAID","ouk1",8
"21685004",12/05/2026,"74","VAS","Success","PREPAID","_N",56
"21685353",12/05/2026,"75","VAS","Success","HYB","_N",427
"21685999",12/05/2026,"74","VAS","Success","PREPAID","_N",12
"21685000",12/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",12/05/2026,"74","VAS","Success","PREPAID","exs2",2
"2168000",13/05/2026,"74","VAS","Success","PREPAID","fig2",1239
"2168000",13/05/2026,"74","VAS","Success","PREPAID","elj1",2344
"2168000",13/05/2026,"74","VAS","Success","HYB","ouk1",1684
"2168000",13/05/2026,"74","VAS","Success","HYB","tj",491
"2168000",13/05/2026,"74","VAS","Success","POSTPAID","mb1",40
"2168000",13/05/2026,"74","VAS","Success","PREPAID","too1",631
"21685999",13/05/2026,"74","VAS","Success","PREPAID","_N",3
"2168000",13/05/2026,"74","VAS","Success","HYB","smt1",583
"2168000",13/05/2026,"74","VAS","Success","PREPAID","esp",2279
"2168000",13/05/2026,"74","VAS","Success","PREPAID","qe1",153
"2168000",13/05/2026,"74","VAS","Success","POSTPAID","viu1",1
"2168560602",13/05/2026,"75","VAS","Success","HYB","_N",326
"2168000",13/05/2026,"74","VAS","Success","HYB","viu2",1
"2168000",13/05/2026,"74","VAS","Success","PREPAID","nj3",9
"2168000",13/05/2026,"74","VAS","Success","POSTPAID","lig1",5
"2161810",13/05/2026,"74","VAS","Success","PREPAID","_N",6
"2168000",13/05/2026,"74","VAS","Success","POSTPAID","sh2",1
"21685990",13/05/2026,"74","VAS","Success","HYB","_N",1
"2168000",14/05/2026,"74","VAS","Success","PREPAID","gm",9720
"216855201",14/05/2026,"75","VAS","Success","PREPAID","_N",13499
"2168000",14/05/2026,"74","VAS","Success","PREPAID","ab1",4784
"2168000",14/05/2026,"74","VAS","Success","PREPAID","9is",7521
"2168000",14/05/2026,"74","VAS","Success","PREPAID","ra1",3523
"2168000",14/05/2026,"74","VAS","Success","PREPAID","fig2",1365
"2168000",14/05/2026,"74","VAS","Success","PREPAID","kid1",1002
"2168000",14/05/2026,"74","VAS","Success","HYB","fig",311
"2168000",14/05/2026,"74","VAS","Success","PREPAID","cpt",438
"2168000",14/05/2026,"74","VAS","Success","HYB","9is",181
"2168000",14/05/2026,"74","VAS","Success","HYB","viu1",145
"2168000",14/05/2026,"74","VAS","Success","HYB","taw1",657
"21685098",14/05/2026,"75","VAS","Success","PREPAID","_N",9575
"2168000",14/05/2026,"74","VAS","Success","POSTPAID","ouk1",16
"2168000",14/05/2026,"74","VAS","Success","POSTPAID","tj",2
"21685666",14/05/2026,"74","VAS","Success","PREPAID","_N",20
"2168000",14/05/2026,"74","VAS","Success","POSTPAID","plw1",44
"21685085",14/05/2026,"74","VAS","Success","PREPAID","_N",251
"2168000",14/05/2026,"74","VAS","Success","PREPAID","too1",599
"21685220",14/05/2026,"75","VAS","Success","PREPAID","_N",9386
"2168000",14/05/2026,"74","VAS","Success","HYB","se1",924
"2168000",14/05/2026,"74","VAS","Success","HYB","too1",27
"2168000",14/05/2026,"74","VAS","Success","HYB","est1",30
"2168560601",14/05/2026,"75","VAS","Success","PREPAID","_N",5004
"2168590602",14/05/2026,"75","VAS","Success","HYB","_N",875
"21685857",14/05/2026,"75","VAS","Success","PREPAID","_N",4352
"21685856",14/05/2026,"75","VAS","Success","HYB","_N",204
"21685198",14/05/2026,"75","VAS","Success","PREPAID","_N",2957
"21685353",14/05/2026,"74","VAS","Success","PREPAID","_N",11
"2168000",14/05/2026,"74","VAS","Success","PREPAID","viu2",1
"2168000",14/05/2026,"74","VAS","Success","PREPAID","sh1",8
"216855193",14/05/2026,"75","VAS","Success","HYB","_N",69
"21685285",14/05/2026,"74","VAS","Success","HYB","_N",1
"21685353",14/05/2026,"74","VAS","Success","HYB","_N",1
"2168000",14/05/2026,"74","VAS","Success","PREPAID","sh2",10
"2168000",15/05/2026,"74","VAS","Success","PREPAID","ra1",3522
"216853771",15/05/2026,"75","VAS","Success","PREPAID","_N",4357
"2168000",15/05/2026,"74","VAS","Success","HYB","ajw1",62
"2168000",15/05/2026,"74","VAS","Success","PREPAID","esl1",2889
"2168000",15/05/2026,"74","VAS","Success","HYB","es1",398
"2168000",15/05/2026,"74","VAS","Success","PREPAID","fig2",1303
"2168000",15/05/2026,"74","VAS","Success","PREPAID","smt1",10404
"2168000",15/05/2026,"74","VAS","Success","HYB","raf",579
"2168000",15/05/2026,"74","VAS","Success","PREPAID","fof1",815
"21685856",15/05/2026,"75","VAS","Success","PREPAID","_N",4204
"2168000",15/05/2026,"74","VAS","Success","PREPAID","mel1",2138
"2168000",15/05/2026,"74","VAS","Success","HYB","too1",22
"2168000",15/05/2026,"74","VAS","Success","POSTPAID","esl1",3
"21685988",15/05/2026,"74","VAS","Success","PREPAID","_N",102
"21685220",15/05/2026,"75","VAS","Success","PREPAID","_N",9271
"21685098",15/05/2026,"75","VAS","Success","HYB","_N",1183
"2168000",15/05/2026,"74","VAS","Success","PREPAID","ms",1
"2168000",15/05/2026,"74","VAS","Success","PREPAID","ich1",1
"21685035",15/05/2026,"74","VAS","Success","PREPAID","_N",50
"2168000",15/05/2026,"74","VAS","Success","PREPAID","viu1",1872
"2168000",15/05/2026,"74","VAS","Success","PREPAID","viu3",1
"2168000",15/05/2026,"74","VAS","Success","PREPAID","sh1",4
"21687187",15/05/2026,"74","VAS","Success","PREPAID","_N",1
"21685940",15/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",15/05/2026,"74","VAS","Success","PREPAID","nj3",3
"2168000",16/05/2026,"74","VAS","Success","PREPAID","ww",12886
"2168000",16/05/2026,"74","VAS","Success","PREPAID","ra1",3217
"2168000",16/05/2026,"74","VAS","Success","PREPAID","ouk1",7300
"2168000",16/05/2026,"74","VAS","Success","PREPAID","lig1",4231
"2168000",16/05/2026,"74","VAS","Success","HYB","lig1",834
"2168000",16/05/2026,"74","VAS","Success","PREPAID","vib1",3
"2168000",16/05/2026,"74","VAS","Success","POSTPAID","sw1",1
"2168000",16/05/2026,"74","VAS","Success","PREPAID","elj1",2413
"2168000",16/05/2026,"74","VAS","Success","HYB","smt1",598
"2168000",16/05/2026,"74","VAS","Success","HYB","foo1",14
"2168000",16/05/2026,"74","VAS","Success","PREPAID","esp",2220
"2168000",16/05/2026,"74","VAS","Success","PREPAID","viu1",1848
"2168000",16/05/2026,"74","VAS","Success","PREPAID","se1",5212
"21685198",16/05/2026,"75","VAS","Success","HYB","_N",171
"21685001",16/05/2026,"75","VAS","Success","HYB","_N",70
"2168000",16/05/2026,"74","VAS","Success","HYB","est1",25
"2168000",16/05/2026,"74","VAS","Success","PREPAID","dst",82
"2168560603",16/05/2026,"75","VAS","Success","PREPAID","_N",4801
"2168590604",16/05/2026,"75","VAS","Success","HYB","_N",74
"2168590601",16/05/2026,"75","VAS","Success","HYB","_N",513
"21685220",16/05/2026,"75","VAS","Success","HYB","_N",283
"2168000",16/05/2026,"74","VAS","Success","POSTPAID","lig1",6
"2168000",16/05/2026,"74","VAS","Success","PREPAID","nj2",38
"2161810",16/05/2026,"74","VAS","Success","PREPAID","_N",15
"2168000",16/05/2026,"74","VAS","Success","PREPAID","sh2",9
"216855194",16/05/2026,"75","VAS","Success","HYB","_N",3
"21685112",16/05/2026,"74","VAS","Success","PREPAID","_N",2
"21687300",16/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",17/05/2026,"74","VAS","Success","PREPAID","kow2",3709
"2168000",17/05/2026,"74","VAS","Success","PREPAID","fig",7927
"2168000",17/05/2026,"74","VAS","Success","PREPAID","es1",3750
"2168000",17/05/2026,"74","VAS","Success","HYB","kid1",63
"2168000",17/05/2026,"74","VAS","Success","PREPAID","ra1",1769
"2168000",17/05/2026,"74","VAS","Success","PREPAID","sw1",7347
"2168000",17/05/2026,"74","VAS","Success","PREPAID","kid1",636
"2168000",16/05/2026,"74","VAS","Success","PREPAID","sh1",1
"2168000",17/05/2026,"74","VAS","Success","HYB","cpt",23
"2168000",17/05/2026,"74","VAS","Success","POSTPAID","kow",1
"2168000",17/05/2026,"74","VAS","Success","HYB","elj1",107
"2168000",17/05/2026,"74","VAS","Success","PREPAID","fof1",664
"2168000",17/05/2026,"74","VAS","Success","HYB","est1",28
"2168000",17/05/2026,"74","VAS","Success","PREPAID","ich1",1
"21685875",17/05/2026,"75","VAS","Success","PREPAID","_N",3847
"2168560602",17/05/2026,"75","VAS","Success","PREPAID","_N",3398
"2168560602",17/05/2026,"75","VAS","Success","HYB","_N",321
"2168560603",17/05/2026,"75","VAS","Success","HYB","_N",174
"2168000",17/05/2026,"74","VAS","Success","HYB","dst",5
"2168000",17/05/2026,"74","VAS","Success","PREPAID","mo2",3
"2161810",17/05/2026,"74","VAS","Success","HYB","_N",1
"21685035",17/05/2026,"74","VAS","Success","PREPAID","_N",7
"21685666",17/05/2026,"74","VAS","Success","PREPAID","_N",16
"21685510",17/05/2026,"74","VAS","Success","HYB","_N",4
"21685012",17/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",17/05/2026,"74","VAS","Success","POSTPAID","ds",1
"2168000",18/05/2026,"74","VAS","Success","PREPAID","ww",14811
"216855201",18/05/2026,"75","VAS","Success","PREPAID","_N",13060
"2168000",18/05/2026,"74","VAS","Success","PREPAID","plw1",20609
"2168000",18/05/2026,"74","VAS","Success","PREPAID","exs1",543
"21685580",18/05/2026,"74","VAS","Success","PREPAID","_N",46
"2168000",18/05/2026,"74","VAS","Success","HYB","ds",116
"2168000",18/05/2026,"74","VAS","Success","HYB","fig",322
"2168000",18/05/2026,"74","VAS","Success","POSTPAID","plw1",15
"2168000",18/05/2026,"74","VAS","Success","POSTPAID","esl1",7
"2168000",18/05/2026,"74","VAS","Success","PREPAID","elj1",2576
"2168000",18/05/2026,"74","VAS","Success","PREPAID","raf1",912
"2168000",18/05/2026,"74","VAS","Success","HYB","esl1",282
"2168000",18/05/2026,"74","VAS","Success","HYB","raf",568
"2168590603",18/05/2026,"75","VAS","Success","PREPAID","_N",2
"2168000",18/05/2026,"74","VAS","Success","HYB","est1",24
"2168000",18/05/2026,"74","VAS","Success","HYB","fof1",95
"21685098",18/05/2026,"75","VAS","Success","PREPAID","_N",9072
"2168000",18/05/2026,"74","VAS","Success","HYB","se1",911
"2168000",18/05/2026,"74","VAS","Success","POSTPAID","se1",21
"21685510",18/05/2026,"74","VAS","Success","HYB","_N",26
"2168000",18/05/2026,"74","VAS","Success","PREPAID","sh1",4
"2168000",18/05/2026,"74","VAS","Success","PREPAID","ms",2
"2168000",18/05/2026,"74","VAS","Success","PREPAID","sh2",8
"21685030",18/05/2026,"74","VAS","Success","PREPAID","_N",1
"2168000",19/05/2026,"74","VAS","Success","HYB","kow3",499
"2168000",19/05/2026,"74","VAS","Success","PREPAID","taw1",6067
"2168000",19/05/2026,"74","VAS","Success","PREPAID","rtt1",15744
"2168000",19/05/2026,"74","VAS","Success","PREPAID","9is",7877
"2168000",19/05/2026,"74","VAS","Success","HYB","tth",47
"2168000",19/05/2026,"74","VAS","Success","PREPAID","fig",7880
"2168000",19/05/2026,"74","VAS","Success","HYB","fig",326
"2168000",19/05/2026,"74","VAS","Success","PREPAID","gm",10100
"2168000",19/05/2026,"74","VAS","Success","HYB","taw1",651
"2168000",19/05/2026,"74","VAS","Success","HYB","9is",209
"2168000",19/05/2026,"74","VAS","Success","HYB","mel1",35
"2168000",19/05/2026,"74","VAS","Success","HYB","nj1",70
"2168000",19/05/2026,"74","VAS","Success","HYB","est1",19
"2168000",19/05/2026,"74","VAS","Success","PREPAID","mo2",7
"2168000",19/05/2026,"74","VAS","Success","PREPAID","sh2",15
"2168000",19/05/2026,"74","VAS","Success","PREPAID","taw2",10
"2168000",19/05/2026,"74","VAS","Success","HYB","gm",167
"2168000",19/05/2026,"74","VAS","Success","HYB","qe1",9
"2168000",18/05/2026,"74","VAS","Success","HYB","nj3",2
"2168560602",19/05/2026,"75","VAS","Success","PREPAID","_N",3546
"2168560601",19/05/2026,"75","VAS","Success","PREPAID","_N",4993
"21685875",19/05/2026,"75","VAS","Success","PREPAID","_N",4312
"21685051",19/05/2026,"75","VAS","Success","HYB","_N",80
"21685666",19/05/2026,"74","VAS","Success","PREPAID","_N",44
"2168000",19/05/2026,"74","VAS","Success","POSTPAID","fig",2
"216874020",19/05/2026,"74","VAS","Success","PREPAID","_N",3
"21685005",19/05/2026,"74","VAS","Success","PREPAID","_N",3
"21685008",19/05/2026,"75","VAS","Success","HYB","_N",44
"21685000",19/05/2026,"74","VAS","Success","PREPAID","_N",2
"21685990",19/05/2026,"74","VAS","Success","HYB","_N",1
"2168590601",20/05/2026,"75","VAS","Success","PREPAID","_N",9868
"2168000",20/05/2026,"74","VAS","Success","PREPAID","ouk1",7623
"2168000",20/05/2026,"74","VAS","Success","HYB","raf",574
"2168000",20/05/2026,"74","VAS","Success","HYB","fig",323
"21685988",20/05/2026,"74","VAS","Success","PREPAID","_N",134
"21685510",20/05/2026,"74","VAS","Success","HYB","_N",16
"2168000",20/05/2026,"74","VAS","Success","HYB","ajw1",59
"2168000",20/05/2026,"74","VAS","Success","PREPAID","smt1",10715
"2168000",20/05/2026,"74","VAS","Success","PREPAID","rtt1",15499
"2168000",20/05/2026,"74","VAS","Success","PREPAID","ww",14828
"2168000",20/05/2026,"74","VAS","Success","PREPAID","es1",8129
"2168000",20/05/2026,"74","VAS","Success","PREPAID","taw1",6076
"2168000",20/05/2026,"74","VAS","Success","PREPAID","mel1",2152
"2168000",20/05/2026,"74","VAS","Success","PREPAID","nj3",6
"2168000",20/05/2026,"74","VAS","Success","PREPAID","ms",1
"2168000",20/05/2026,"74","VAS","Success","HYB","kid2",1
"2168000",20/05/2026,"74","VAS","Success","PREPAID","mo2",8
"2168000",20/05/2026,"74","VAS","Success","HYB","too1",13
"2168000",20/05/2026,"74","VAS","Success","PREPAID","ds",749
"21685198",20/05/2026,"75","VAS","Success","HYB","_N",170
"2168000",20/05/2026,"74","VAS","Success","HYB","dsc",8
"21685351",20/05/2026,"75","VAS","Success","PREPAID","_N",992
"2168000",20/05/2026,"74","VAS","Success","PREPAID","exs2",2
"21685990",20/05/2026,"74","VAS","Success","HYB","_N",3
"21685008",20/05/2026,"75","VAS","Success","PREPAID","_N",405
"21685505",20/05/2026,"74","VAS","Success","HYB","_N",1
"2168000",21/05/2026,"74","VAS","Success","PREPAID","ab1",4898
"2168000",21/05/2026,"74","VAS","Success","HYB","mb1",3887
"2168000",21/05/2026,"74","VAS","Success","HYB","tj",618
"2168000",21/05/2026,"74","VAS","Success","HYB","fig",300
"216855201",21/05/2026,"75","VAS","Success","HYB","_N",1429
"2168000",21/05/2026,"74","VAS","Success","PREPAID","taw1",6198
"2168590604",21/05/2026,"75","VAS","Success","PREPAID","_N",2934
"21685353",21/05/2026,"75","VAS","Success","PREPAID","_N",7256
"2168560601",21/05/2026,"75","VAS","Success","PREPAID","_N",5253
"21685004",20/05/2026,"74","VAS","Success","HYB","_N",3
"21687012",20/05/2026,"74","VAS","Success","PREPAID","_N",1
"21685555",20/05/2026,"74","VAS","Success","HYB","_N",1
"2168000",21/05/2026,"74","VAS","Success","POSTPAID","rtt1",1
"2168000",21/05/2026,"74","VAS","Success","PREPAID","dsc",16
"2168000",21/05/2026,"74","VAS","Success","HYB","vib1",2
"2168000",21/05/2026,"74","VAS","Success","PREPAID","kow",26686
"2168000",21/05/2026,"74","VAS","Success","HYB","kow2",381
"21685198",21/05/2026,"75","VAS","Success","PREPAID","_N",3050
"21685085",21/05/2026,"74","VAS","Success","PREPAID","_N",274
